Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group,Income To Age Ratio
36,No,Travel_Rarely,922,Research & Development,3 KM,Associate’s Degree,Life Sciences,155,Low,Female,39,3,1,Laboratory Technician,Very High,Divorced,2835,2561,5,No,22,Very High,Low,,7,2,Better,1,0,0,0,30s,78.75
43,No,Travel_Frequently,394,Sales,26 KM,Associate’s Degree,Life Sciences,158,High,Male,92,3,4,Manager,Very High,Married,16959,19494,1,Yes,12,High,Very High,,25,3,Best,25,12,4,12,40s,394.3953488372093
30,No,Travel_Frequently,1312,Research & Development,23 KM,Bachelor’s Degree,Life Sciences,159,Low,Male,96,1,1,Research Scientist,High,Divorced,2613,22310,1,No,25,Very High,High,,10,2,Good,10,7,0,9,20s,87.1
33,No,Non-Travel,750,Sales,22 KM,Associate’s Degree,Marketing,160,High,Male,95,3,2,Sales Executive,Medium,Married,6146,15480,0,No,13,High,Low,,8,2,Best,7,7,0,7,30s,186.24242424242425
56,Yes,Travel_Rarely,441,Research & Development,14 KM,Master’s Degree,Life Sciences,161,Medium,Female,72,3,1,Research Scientist,Medium,Married,4963,4510,9,Yes,18,High,Low,,7,2,Better,5,4,4,3,50s,88.625
51,No,Travel_Rarely,684,Research & Development,6 KM,Bachelor’s Degree,Life Sciences,162,Low,Male,51,3,5,Research Director,High,Single,19537,6462,7,No,13,High,High,,23,5,Better,20,18,15,15,50s,383.078431372549
31,Yes,Travel_Rarely,249,Sales,6 KM,Master’s Degree,Life Sciences,163,Medium,Male,76,1,2,Sales Executive,High,Married,6172,20739,4,Yes,18,High,Medium,,12,3,Good,7,7,7,7,30s,199.09677419354838
26,No,Travel_Rarely,841,Research & Development,6 KM,Bachelor’s Degree,Other,164,High,Female,46,2,1,Research Scientist,Medium,Married,2368,23300,1,No,19,High,High,,5,3,Good,5,4,4,3,20s,91.07692307692308
58,Yes,Travel_Rarely,147,Research & Development,23 KM,Master’s Degree,Medical,165,Very High,Female,94,3,3,Healthcare Representative,Very High,Married,10312,3465,1,No,12,High,Very High,,40,3,Good,40,10,15,6,50s,177.79310344827587
19,Yes,Travel_Rarely,528,Sales,22 KM,High School,Marketing,167,Very High,Male,50,3,1,Sales Representative,High,Single,1675,26820,1,Yes,19,High,Very High,,0,2,Good,0,0,0,0,20s,88.15789473684211
22,No,Travel_Rarely,594,Research & Development,2 KM,High School,Technical Degree,169,High,Male,100,3,1,Laboratory Technician,Very High,Married,2523,19299,0,No,14,High,High,,3,2,Better,2,1,2,1,20s,114.68181818181819
49,No,Travel_Rarely,470,Research & Development,20 KM,Master’s Degree,Medical,170,High,Female,96,3,2,Manufacturing Director,Low,Married,6567,5549,1,No,14,High,High,,16,2,Good,15,11,5,11,40s,134.0204081632653
43,No,Travel_Frequently,957,Research & Development,28 KM,Bachelor’s Degree,Medical,171,Medium,Female,72,4,1,Research Scientist,High,Single,4739,16090,4,No,12,High,Very High,,18,2,Better,3,2,1,2,40s,110.20930232558139
50,No,Travel_Frequently,809,Sales,12 KM,Bachelor’s Degree,Marketing,174,High,Female,77,3,3,Sales Executive,Very High,Single,9208,6645,4,No,11,High,Very High,,16,3,Better,2,2,2,1,40s,184.16
31,Yes,Travel_Rarely,542,Sales,20 KM,Bachelor’s Degree,Life Sciences,175,Medium,Female,71,1,2,Sales Executive,High,Married,4559,24788,3,Yes,11,High,High,,4,2,Better,2,2,2,2,30s,147.06451612903226
41,No,Travel_Rarely,802,Sales,9 KM,High School,Life Sciences,176,High,Male,96,3,3,Sales Executive,High,Divorced,8189,21196,3,Yes,13,High,High,,12,2,Better,9,7,0,7,40s,199.73170731707316
26,No,Travel_Rarely,1355,Human Resources,25 KM,High School,Life Sciences,177,High,Female,61,3,1,Human Resources,High,Married,2942,8916,1,No,23,Very High,Very High,,8,3,Better,8,7,5,7,20s,113.15384615384616
36,No,Travel_Rarely,216,Research & Development,6 KM,Associate’s Degree,Medical,178,Medium,Male,84,3,2,Manufacturing Director,Medium,Divorced,4941,2819,6,No,20,Very High,Very High,,7,0,Better,3,2,0,1,30s,137.25
51,Yes,Travel_Frequently,1150,Research & Development,8 KM,Master’s Degree,Life Sciences,179,Low,Male,53,1,3,Manufacturing Director,Very High,Single,10650,25150,2,No,15,High,Very High,,18,2,Better,4,2,0,3,50s,208.8235294117647
39,No,Travel_Rarely,1329,Sales,4 KM,Master’s Degree,Life Sciences,182,Very High,Female,47,2,2,Sales Executive,High,Married,5902,14590,4,No,14,High,High,,17,1,Best,15,11,5,9,30s,151.33333333333334
25,No,Travel_Rarely,959,Sales,28 KM,Bachelor’s Degree,Life Sciences,183,Low,Male,41,2,2,Sales Executive,High,Married,8639,24835,2,No,18,High,Very High,,6,3,Better,2,2,2,2,20s,345.56
30,No,Travel_Rarely,1240,Human Resources,9 KM,Bachelor’s Degree,Human Resources,184,High,Male,48,3,2,Human Resources,Very High,Married,6347,13982,0,Yes,19,High,Very High,,12,2,Bad,11,9,4,7,20s,211.56666666666666
32,Yes,Travel_Rarely,1033,Research & Development,9 KM,Bachelor’s Degree,Medical,190,Low,Female,41,3,1,Laboratory Technician,Low,Single,4200,10224,7,No,22,Very High,Low,,10,2,Best,5,4,0,4,30s,131.25
45,No,Travel_Rarely,1316,Research & Development,29 KM,Bachelor’s Degree,Medical,192,High,Male,83,3,1,Research Scientist,Very High,Single,3452,9752,5,No,13,High,Medium,,9,2,Good,6,5,0,3,40s,76.71111111111111
38,No,Travel_Rarely,364,Research & Development,3 KM,Doctorate,Technical Degree,193,Very High,Female,32,3,2,Research Scientist,High,Single,4317,2302,3,Yes,20,Very High,Medium,,19,2,Better,3,2,2,2,30s,113.60526315789474
30,No,Travel_Rarely,438,Research & Development,18 KM,Bachelor’s Degree,Life Sciences,194,Low,Female,75,3,1,Research Scientist,High,Single,2632,23910,1,No,14,High,High,,5,4,Good,5,4,0,4,20s,87.73333333333333
32,No,Travel_Frequently,689,Sales,9 KM,Associate’s Degree,Medical,195,Very High,Male,35,1,2,Sales Executive,Very High,Divorced,4668,22812,0,No,17,High,Very High,,9,2,Best,8,7,0,7,30s,145.875
30,No,Travel_Rarely,201,Research & Development,5 KM,Bachelor’s Degree,Technical Degree,197,Very High,Female,84,3,1,Research Scientist,Low,Divorced,3204,10415,5,No,14,High,Very High,,8,3,Better,3,2,2,2,20s,106.8
30,No,Travel_Rarely,1427,Research & Development,2 KM,High School,Medical,198,Medium,Male,35,2,1,Laboratory Technician,Very High,Single,2720,11162,0,No,13,High,Very High,,6,3,Better,5,3,1,2,20s,90.66666666666667
41,No,Travel_Frequently,857,Research & Development,10 KM,Bachelor’s Degree,Life Sciences,199,Very High,Male,91,2,4,Manager,Low,Divorced,17181,12888,4,No,13,High,Medium,,21,2,Good,7,6,7,7,40s,419.0487804878049
41,No,Travel_Rarely,933,Research & Development,9 KM,Master’s Degree,Life Sciences,200,High,Male,94,3,1,Laboratory Technician,Low,Married,2238,6961,2,No,21,Very High,Very High,,7,2,Better,5,0,1,4,40s,54.58536585365854
19,No,Travel_Rarely,1181,Research & Development,3 KM,High School,Medical,201,Medium,Female,79,3,1,Laboratory Technician,Medium,Single,1483,16102,1,No,14,High,Very High,,1,3,Better,1,0,0,0,20s,78.05263157894737
40,No,Travel_Frequently,1395,Research & Development,26 KM,Bachelor’s Degree,Medical,202,Medium,Female,54,3,2,Research Scientist,Medium,Divorced,5605,8504,1,No,11,High,Low,,20,2,Better,20,7,2,13,30s,140.125
35,No,Travel_Rarely,662,Sales,1 KM,Doctorate,Marketing,204,High,Male,94,3,3,Sales Executive,Medium,Married,7295,11439,1,No,13,High,Low,,10,3,Better,10,8,0,6,30s,208.42857142857142
53,No,Travel_Rarely,1436,Sales,6 KM,Associate’s Degree,Marketing,205,Medium,Male,34,3,2,Sales Representative,High,Married,2306,16047,2,Yes,20,Very High,Very High,,13,3,Bad,7,7,4,5,50s,43.509433962264154
45,No,Travel_Rarely,194,Research & Development,9 KM,Bachelor’s Degree,Life Sciences,206,Medium,Male,60,3,2,Laboratory Technician,Medium,Divorced,2348,10901,8,No,18,High,High,,20,2,Bad,17,9,0,15,40s,52.17777777777778
32,No,Travel_Frequently,967,Sales,8 KM,Bachelor’s Degree,Marketing,207,Medium,Female,43,3,3,Sales Executive,Very High,Single,8998,15589,1,No,14,High,Very High,,9,2,Better,9,8,3,7,30s,281.1875
29,No,Non-Travel,1496,Research & Development,1 KM,High School,Technical Degree,208,Very High,Male,41,3,2,Manufacturing Director,High,Married,4319,26283,1,No,13,High,Low,,10,1,Better,10,7,0,9,20s,148.93103448275863
51,No,Travel_Rarely,1169,Research & Development,7 KM,Master’s Degree,Medical,211,Medium,Male,34,2,2,Manufacturing Director,High,Married,6132,13983,2,No,17,High,High,,10,2,Better,1,0,0,0,50s,120.23529411764706
58,No,Travel_Rarely,1145,Research & Development,9 KM,Bachelor’s Degree,Medical,214,Medium,Female,75,2,1,Research Scientist,Medium,Married,3346,11873,4,Yes,20,Very High,Medium,,9,3,Good,1,0,0,0,50s,57.689655172413794
40,No,Travel_Rarely,630,Sales,4 KM,Master’s Degree,Marketing,215,High,Male,67,2,3,Sales Executive,Very High,Married,10855,8552,7,No,11,High,Low,,15,2,Good,12,11,2,11,30s,271.375
34,No,Travel_Frequently,303,Sales,2 KM,Master’s Degree,Marketing,216,High,Female,75,3,1,Sales Representative,High,Married,2231,11314,6,No,18,High,Very High,,6,3,Better,4,3,1,2,30s,65.61764705882354
22,No,Travel_Rarely,1256,Research & Development,19 KM,High School,Medical,217,High,Male,80,3,1,Research Scientist,Very High,Married,2323,11992,1,No,24,Very High,Low,,2,6,Better,2,2,2,2,20s,105.5909090909091
27,No,Non-Travel,691,Research & Development,9 KM,Bachelor’s Degree,Medical,218,Very High,Male,57,3,1,Research Scientist,Medium,Divorced,2024,5970,6,No,18,High,Very High,,6,1,Bad,2,2,2,2,20s,74.96296296296296
28,No,Travel_Rarely,440,Research & Development,21 KM,Bachelor’s Degree,Medical,221,High,Male,42,3,1,Research Scientist,Very High,Married,2713,6672,1,No,11,High,High,,5,2,Bad,5,2,0,2,20s,96.89285714285714
57,No,Travel_Rarely,334,Research & Development,24 KM,Associate’s Degree,Life Sciences,223,High,Male,83,4,3,Healthcare Representative,Very High,Divorced,9439,23402,3,Yes,16,High,Medium,,12,2,Bad,5,3,1,4,50s,165.59649122807016
27,No,Non-Travel,1450,Research & Development,3 KM,Bachelor’s Degree,Medical,224,High,Male,79,2,1,Research Scientist,High,Divorced,2566,25326,1,Yes,15,High,Very High,,1,2,Good,1,1,0,1,20s,95.03703703703704
50,No,Travel_Rarely,1452,Research & Development,11 KM,Bachelor’s Degree,Life Sciences,226,High,Female,53,3,5,Manager,Medium,Single,19926,17053,3,No,15,High,Medium,,21,5,Better,5,4,4,4,40s,398.52
41,No,Travel_Rarely,465,Research & Development,14 KM,Bachelor’s Degree,Life Sciences,227,Low,Male,56,3,1,Research Scientist,High,Divorced,2451,4609,4,No,12,High,Low,,13,2,Better,9,8,1,8,40s,59.78048780487805
30,No,Travel_Rarely,1339,Sales,5 KM,Bachelor’s Degree,Life Sciences,228,Medium,Female,41,3,3,Sales Executive,Very High,Married,9419,8053,2,No,12,High,High,,12,2,Better,10,9,7,4,20s,313.96666666666664
38,No,Travel_Rarely,702,Sales,1 KM,Master’s Degree,Life Sciences,230,Low,Female,59,2,2,Sales Executive,Very High,Single,8686,12930,4,No,22,Very High,High,,12,2,Best,8,3,0,7,30s,228.57894736842104
32,No,Travel_Rarely,120,Research & Development,6 KM,Doctorate,Life Sciences,231,High,Male,43,3,1,Research Scientist,High,Single,3038,12430,3,No,20,Very High,Low,,8,2,Better,5,4,1,4,30s,94.9375
27,No,Travel_Rarely,1157,Research & Development,17 KM,Bachelor’s Degree,Technical Degree,233,High,Male,51,3,1,Research Scientist,Medium,Married,3058,13364,0,Yes,16,High,Very High,,6,3,Good,5,2,1,1,20s,113.25925925925925
19,Yes,Travel_Frequently,602,Sales,1 KM,High School,Technical Degree,235,High,Female,100,1,1,Sales Representative,Low,Single,2325,20989,0,No,21,Very High,Low,,1,5,Best,0,0,0,0,20s,122.36842105263158
36,No,Travel_Frequently,1480,Research & Development,3 KM,Associate’s Degree,Medical,238,Very High,Male,30,3,1,Laboratory Technician,Medium,Single,2088,15062,4,No,12,High,High,,13,3,Good,8,7,7,2,30s,58.0
30,No,Non-Travel,111,Research & Development,9 KM,Bachelor’s Degree,Medical,239,High,Male,66,3,2,Laboratory Technician,Low,Divorced,3072,11012,1,No,11,High,High,,12,4,Better,12,9,6,10,20s,102.4
45,No,Travel_Rarely,1268,Sales,4 KM,Associate’s Degree,Life Sciences,240,High,Female,30,3,2,Sales Executive,Low,Divorced,5006,6319,4,Yes,11,High,Low,,9,3,Best,5,4,0,3,40s,111.24444444444444
56,No,Travel_Rarely,713,Research & Development,8 KM,Bachelor’s Degree,Life Sciences,241,High,Female,67,3,1,Research Scientist,Low,Divorced,4257,13939,4,Yes,18,High,High,,19,3,Better,2,2,2,2,50s,76.01785714285714
33,No,Travel_Rarely,134,Research & Development,2 KM,Bachelor’s Degree,Life Sciences,242,High,Male,90,3,1,Research Scientist,Very High,Single,2500,10515,0,No,14,High,Low,,4,2,Best,3,1,0,2,30s,75.75757575757575
19,Yes,Travel_Rarely,303,Research & Development,2 KM,Bachelor’s Degree,Life Sciences,243,Medium,Male,47,2,1,Laboratory Technician,Very High,Single,1102,9241,1,No,22,Very High,High,,1,3,Good,1,0,1,0,20s,58.0
46,No,Travel_Rarely,526,Sales,1 KM,Associate’s Degree,Marketing,244,Medium,Female,92,3,3,Sales Executive,Low,Divorced,10453,2137,1,No,25,Very High,High,,24,2,Better,24,13,15,7,40s,227.2391304347826
38,No,Travel_Rarely,1380,Research & Development,9 KM,Associate’s Degree,Life Sciences,245,High,Female,75,3,1,Laboratory Technician,Very High,Single,2288,6319,1,No,12,High,High,,2,3,Better,2,2,2,1,30s,60.21052631578947
31,No,Travel_Rarely,140,Research & Development,12 KM,High School,Medical,246,High,Female,95,3,1,Research Scientist,Very High,Married,3929,6984,8,Yes,23,Very High,High,,7,0,Better,4,2,0,2,30s,126.74193548387096
34,No,Travel_Rarely,629,Research & Development,27 KM,Associate’s Degree,Medical,247,Very High,Female,95,3,1,Research Scientist,Medium,Single,2311,5711,2,No,15,High,Very High,,9,3,Better,3,2,1,2,30s,67.97058823529412
41,Yes,Travel_Rarely,1356,Sales,20 KM,Associate’s Degree,Marketing,248,Medium,Female,70,3,1,Sales Representative,Medium,Single,3140,21728,1,Yes,22,Very High,Very High,,4,5,Good,4,3,0,2,40s,76.58536585365853
50,No,Travel_Rarely,328,Research & Development,1 KM,Bachelor’s Degree,Medical,249,High,Male,86,2,1,Laboratory Technician,High,Married,3690,3425,2,No,15,High,Very High,,5,2,Good,3,2,0,2,40s,73.8
53,No,Travel_Rarely,1084,Research & Development,13 KM,Associate’s Degree,Medical,250,Very High,Female,57,4,2,Manufacturing Director,Low,Divorced,4450,26250,1,No,11,High,High,,5,3,Better,4,2,1,3,50s,83.9622641509434
33,No,Travel_Rarely,931,Research & Development,14 KM,Bachelor’s Degree,Medical,252,Very High,Female,72,3,1,Research Scientist,Medium,Married,2756,4673,1,No,13,High,Very High,,8,5,Better,8,7,1,6,30s,83.51515151515152
40,No,Travel_Rarely,989,Research & Development,4 KM,High School,Medical,253,Very High,Female,46,3,5,Manager,High,Married,19033,6499,1,No,14,High,Medium,,21,2,Better,20,8,9,9,30s,475.825
55,No,Travel_Rarely,692,Research & Development,14 KM,Master’s Degree,Medical,254,High,Male,61,4,5,Research Director,Medium,Single,18722,13339,8,No,11,High,Very High,,36,3,Better,24,15,2,15,50s,340.4
34,No,Travel_Frequently,1069,Research & Development,2 KM,High School,Life Sciences,256,Very High,Male,45,2,2,Manufacturing Director,High,Married,9547,14074,1,No,17,High,High,,10,2,Good,10,9,1,9,30s,280.79411764705884
51,No,Travel_Rarely,313,Research & Development,3 KM,Bachelor’s Degree,Medical,258,Very High,Female,98,3,4,Healthcare Representative,Medium,Single,13734,7192,3,No,18,High,High,,21,6,Better,7,7,1,0,50s,269.29411764705884
52,No,Travel_Rarely,699,Research & Development,1 KM,Master’s Degree,Life Sciences,259,High,Male,65,2,5,Manager,High,Married,19999,5678,0,No,14,High,Low,,34,5,Better,33,18,11,9,50s,384.59615384615387
27,No,Travel_Rarely,894,Research & Development,9 KM,Bachelor’s Degree,Medical,260,Very High,Female,99,3,1,Research Scientist,Medium,Single,2279,11781,1,No,16,High,Very High,,7,2,Good,7,7,0,3,20s,84.4074074074074
35,Yes,Travel_Rarely,556,Research & Development,23 KM,Associate’s Degree,Life Sciences,261,Medium,Male,50,2,2,Manufacturing Director,High,Married,5916,15497,3,Yes,13,High,Low,,8,1,Better,1,0,0,1,30s,169.02857142857144
43,No,Non-Travel,1344,Research & Development,7 KM,Bachelor’s Degree,Medical,262,Very High,Male,37,4,1,Research Scientist,Very High,Divorced,2089,5228,4,No,14,High,Very High,,7,3,Best,5,4,2,2,40s,48.58139534883721
45,No,Non-Travel,1195,Research & Development,2 KM,Associate’s Degree,Medical,264,Low,Male,65,2,4,Manager,Very High,Married,16792,20462,9,No,23,Very High,Very High,,22,1,Better,20,8,11,8,40s,373.15555555555557
37,No,Travel_Rarely,290,Research & Development,21 KM,Bachelor’s Degree,Life Sciences,267,Medium,Male,65,4,1,Research Scientist,Low,Married,3564,22977,1,Yes,12,High,Low,,8,3,Good,8,7,1,7,30s,96.32432432432432
35,No,Travel_Frequently,138,Research & Development,2 KM,Bachelor’s Degree,Medical,269,Medium,Female,37,3,2,Laboratory Technician,Medium,Single,4425,15986,5,No,11,High,Very High,,10,5,Better,6,2,1,2,30s,126.42857142857143
42,No,Non-Travel,926,Research & Development,21 KM,Associate’s Degree,Medical,270,High,Female,36,3,2,Manufacturing Director,High,Divorced,5265,16439,2,No,16,High,Medium,,11,5,Better,5,3,0,2,40s,125.35714285714286
38,No,Travel_Rarely,1261,Research & Development,2 KM,Master’s Degree,Life Sciences,271,Very High,Male,88,3,2,Manufacturing Director,High,Married,6553,7259,9,No,14,High,Medium,,14,3,Better,1,0,0,0,30s,172.44736842105263
38,No,Travel_Rarely,1084,Research & Development,29 KM,Bachelor’s Degree,Technical Degree,273,Very High,Male,54,3,2,Manufacturing Director,Very High,Married,6261,4185,3,No,18,High,Low,,9,3,Bad,7,7,1,7,30s,164.76315789473685
27,No,Travel_Frequently,472,Research & Development,1 KM,High School,Technical Degree,274,High,Male,60,2,2,Manufacturing Director,Low,Married,4298,9679,5,No,19,High,High,,6,1,Better,2,2,2,0,20s,159.1851851851852
49,No,Non-Travel,1002,Research & Development,18 KM,Master’s Degree,Life Sciences,275,Very High,Male,92,3,2,Manufacturing Director,Very High,Divorced,6804,23793,1,Yes,15,High,Low,,7,0,Better,7,7,1,7,40s,138.85714285714286
34,No,Travel_Frequently,878,Research & Development,10 KM,Master’s Degree,Medical,277,Very High,Male,43,3,1,Research Scientist,High,Divorced,3815,5972,1,Yes,17,High,Very High,,5,4,Best,5,3,2,0,30s,112.20588235294117
40,No,Travel_Rarely,905,Research & Development,19 KM,Associate’s Degree,Medical,281,High,Male,99,3,2,Laboratory Technician,Very High,Married,2741,16523,8,Yes,15,High,High,,15,2,Best,7,2,3,7,30s,68.525
38,Yes,Travel_Rarely,1180,Research & Development,29 KM,High School,Medical,282,Medium,Male,70,3,2,Healthcare Representative,Low,Married,6673,11354,7,Yes,19,High,Medium,,17,2,Better,1,0,0,0,30s,175.60526315789474
29,Yes,Travel_Rarely,121,Sales,27 KM,Bachelor’s Degree,Marketing,283,Medium,Female,35,3,3,Sales Executive,Very High,Married,7639,24525,1,No,22,Very High,Very High,,10,3,Good,10,4,1,9,20s,263.41379310344826
22,No,Travel_Rarely,1136,Research & Development,5 KM,Bachelor’s Degree,Life Sciences,284,Very High,Male,60,4,1,Research Scientist,Medium,Divorced,2328,12392,1,Yes,16,High,Low,,4,2,Good,4,2,2,2,20s,105.81818181818181
36,No,Travel_Frequently,635,Research & Development,18 KM,High School,Medical,286,Medium,Female,73,3,1,Laboratory Technician,Very High,Single,2153,7703,1,No,13,High,Low,,8,2,Better,8,1,1,7,30s,59.80555555555556
40,No,Non-Travel,1151,Research & Development,9 KM,Doctorate,Life Sciences,287,Very High,Male,63,2,2,Healthcare Representative,Very High,Married,4876,14242,9,No,14,High,Very High,,5,5,Bad,3,2,0,2,30s,121.9
46,No,Travel_Rarely,644,Research & Development,1 KM,Master’s Degree,Medical,288,Very High,Male,97,3,3,Healthcare Representative,Low,Divorced,9396,12368,7,No,16,High,High,,17,3,Better,4,2,0,3,40s,204.2608695652174
32,Yes,Travel_Rarely,1045,Sales,4 KM,Master’s Degree,Medical,291,Very High,Male,32,1,3,Sales Executive,Very High,Married,10400,25812,1,No,11,High,High,,14,2,Good,14,8,9,8,30s,325.0
30,No,Non-Travel,829,Research & Development,1 KM,High School,Life Sciences,292,High,Male,88,2,3,Manufacturing Director,High,Single,8474,20925,1,No,22,Very High,High,,12,2,Better,11,8,5,8,20s,282.46666666666664
27,No,Travel_Frequently,1242,Sales,20 KM,Bachelor’s Degree,Life Sciences,293,Very High,Female,90,3,2,Sales Executive,High,Single,9981,12916,1,No,14,High,Very High,,7,2,Better,7,7,0,7,20s,369.6666666666667
51,No,Travel_Rarely,1469,Research & Development,8 KM,Master’s Degree,Life Sciences,296,Medium,Male,81,2,3,Research Director,Medium,Married,12490,15736,5,No,16,High,Very High,,16,5,Bad,10,9,4,7,50s,244.90196078431373
30,Yes,Travel_Rarely,1005,Research & Development,3 KM,Bachelor’s Degree,Technical Degree,297,Very High,Female,88,3,1,Research Scientist,Low,Single,2657,8556,5,Yes,11,High,High,,8,5,Better,5,2,0,4,20s,88.56666666666666
